name,description,country,sector,logo,websummit,linkedin,facebook,crunchbase,website,twitter,instagram,angellist
Appentra Solutions SL,Deep Tech company creating DevOps tools for the key stages of software development in parallel computing.,Spain,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/28845392b77f41e51a1908fa93de1f06a49ebbfc.png?1570783284,['2019'],https://www.linkedin.com/company/appentra,https://www.facebook.com/Appentra,https://www.crunchbase.com/organization/appentra,https://www.appentra.com/,https://twitter.com/appentra,,
Appolo,"State of art technology for world’s leading Fintech companies,delivering products, accuracy, transparency and creativity. Ask for a Pitch...",Portugal,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/82f832286deb3fd52127119978f8af41e345ce14.png?1564702232,['2019'],https://www.linkedin.com/company/appolo40,https://www.facebook.com/Appolo-403664370383286,,https://appolo.co.uk/,https://twitter.com/AppoloCo,,
Apres,Generate radically efficient training data using active learning,United States,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d9e6d0dbb7c9510c20560a3f6025dd1210b6d372.png?1567679066,['2019'],https://www.linkedin.com/company/18381529/admin,https://www.facebook.com/apresdotio,https://www.crunchbase.com/organization/apres-7af0,https://www.apres.io/,https://twitter.com/apres_io,,https://angel.co/company/apresdotio
AptaTargets,Clinical-stage biopharmaceutical company developing a first-in-class neuroprotectant for the treatment of acute ischemic…,Spain,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7183466a0da9367850e66f0b1cb043565ccecb8c.png?1571681629,['2019'],https://www.linkedin.com/company/aptatargets,,,http://www.aptatargets.com/,,,
Aptus.AI,DEEP LEARNING IN ACTION. We empower companies to untap the potential of Artificial Intelligence solutions in their business.,Italy,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/fbf4b573731ff14aee006c8e8da2aa858ca1d879.png?1570393444,['2019'],https://www.linkedin.com/company/aptus-ai,,,http://aptus.ai/,,,
Aquaponics Iberia,"Hi-Tech Aquaponics integrated solutions that deliver pure high quality, fresh and sustainable fish and greens for urban environments.",Portugal,"Environment, energy & clean tech",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/aa518a1a044c386a3855c31458d5bf1c32bb50d0.png?1565302869,['2019'],https://www.linkedin.com/company/aquaponics-iberia,https://www.facebook.com/aquaponicsiberia/,,https://www.aquaponicsiberia.com/,https://twitter.com/FishnGreens,,
Archeads,Complete AI platform: Blueprint Digitization | Analytics | Database interactive floor plans | Test Fit Generator,United States,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a34170bed34786c6c8f8d4c285977c731593daab.png?1565611219,['2019'],https://www.linkedin.com/company/archeads,,https://www.crunchbase.com/organization/archeads,http://archeads.com/,,,
"AreaWFI, integrated system","One click, one push; keep it human, keep it safe. You are not only an avatar, person before user, Network-Realcommunity.…",Italy,Telecommunications & utilities,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/8a766155dce76feade596ce4a70722b7cc327a8d.png?1569571768,['2019'],https://www.linkedin.com/company/areawfi,,,https://www.areawfi.com/,https://twitter.com/areawfi?lang=en,,
Areeka,Areeka revolutionizes education with Freemium DIY WebAR technology which bridges the gap between print and digital content.,Austria,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/e5a3f91d5a9eafde287c3c0778cc8be50f3b587e.png?1566158940,['2019'],,https://www.facebook.com/AreekaEdu,,https://www.areeka.net/,https://twitter.com/AreekaEdu,,
Arengu,Easily build and automate user registrations with sign-up forms and flows.,Spain,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/304d17cdd11619b7c7e1ef8a3dac1aec60991b2f.png?1571176202,['2019'],https://www.linkedin.com/company/arengu,,https://www.crunchbase.com/organization/arengu,https://www.arengu.com/,https://twitter.com/ArenguCom,,
ARGEO,ARGEO is a mobile app which allows users to discover and catch real products geolocated in augmented reality by companies and retailers,Italy,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/632af4432c194e0c0d98130ed59a7378e20f3679.png?1565169227,['2019'],https://www.linkedin.com/company/18896419,https://www.facebook.com/theargeo,,http://theargeo.com/,,,
Aribo,Aribo is the solution that boost clients engagement by combining gamification and loyalty with Mix reality and AI.,Poland,"Gaming, VR & AR",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/9d8b9d7001f3a89bf31ee0af64237e2b11eb6203.png?1567605704,['2019'],https://www.linkedin.com/company/myaribo,https://www.facebook.com/Aribo-1898155756898905,,https://myaribo.com/,https://twitter.com/MyAribo,,
Arkane Network,Plug & Play Blockchain,Belgium,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a4f618363ea8f58ef3c72d71e8bdaff7ea6d2179.png?1570438760,['2019'],https://www.linkedin.com/company/arkane-network,,https://www.crunchbase.com/organization/arkane-network,https://arkane.network/,https://twitter.com/networkarkane,,
Armonica Retail,Retail Planning Made Easy! Omnichannel and Cloud Native Retail Planning Service for Fashion and Specialty Retail Companies.,Italy,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1691e8dfd4aebe7ba0c30a0c71228a54fe69b571.png?1570207978,['2019'],https://www.linkedin.com/company/armonica-retail,,,https://armonicaretail.com/,,,
Art Rights | The Art Passport with Blockchain and AI | Art Lending |,The first platform for due diligence and provenance for the art market | A new safe protocol for certification of authenticity of arteworks.,Italy,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1683fe2bddda9c39618987a3965bc7ecb0a4c943.png?1569830379,['2019'],https://www.linkedin.com/company/artrights,https://www.facebook.com/artrights.me,,https://www.artrights.me/,,https://instagram.com/artrights,https://angel.co/company/art-rights
ARtist UG (haftungsbeschränkt),"We develop the mobile app AR.fx to enable users to create, place and to interact with 3D content in Augmented Reality utilizing smartphones.",Germany,"Gaming, VR & AR",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/da43ac3f7cdda5c68c8d3f11b519f61b074a5af1.png?1565730624,['2019'],https://www.linkedin.com/company/13010303/admin,https://www.facebook.com/ARFXapp,https://www.crunchbase.com/organization/artist#section-overview,http://artist-global.eu/,https://twitter.com/ARfx15,,https://angel.co/company/artist-ug-haftungsbeschrankt?preview=1
Artyplanet.io,"Create and boost your advertising by yourself, season by season, create dynamic contents for internet, social networks, prints, displays...",France,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d9d62632d00b7b506c622ac0d507a28ee736110c.png?1570111453,['2019'],,,,https://www.artywiz.io/,,,
ASA Innovation & Technology Limited,An air platform which help companies to build their air purifier product easily with breakthrough technology and prediction analytic model.,Hong Kong,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/35cc340ea1c4a83a2ea783fb72c5273ba43b7779.png?1571136564,['2019'],,https://www.facebook.com/airlunaofficial,,http://www.airluna.com/,,,
ASAP Project,We offer software selection consultancy services to help clients get their best-fit solution as soon as possible!,Thailand,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/833fc29886fd18121ebc3ba57e54acd3213a2c56.png?1570861854,['2019'],,https://www.facebook.com/asapprojectbkk,,https://asapproject.co/,,,
AskAPro,AskAPro helps brands win customers and drive sales by allowing them to deploy trusted advocates @ scale at any point in the path to…,Canada,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/9e0661dd69f449474eac0ca7dabccec23b0e2c5b.png?1565980202,['2019'],,,,https://www.askapro.live/,,,
Assista,"Online platform for remote online workouts in real time. We make sport more convenience, because we let you do it anywhere, anytime.",Russia,"Sports, fitness & wellness",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2465144003a3f2401957021f52ebf5540dbfb271.png?1569942941,['2019'],,,,https://euro.assista.fit/,,,
Astrrada,Astrrada predicts possible mechanical failures by collecting and analyzing all vehicle's operation data using machine learning,Ukraine,Autotech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/8502f4ccb76344b85847ca606539e37fce755dc2.png?1571147380,['2019'],,,,http://astrrada.com/,,,
asvin.io,Secure Update and Patch Distribution for the Internet of Things,Germany,Security,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/934cfb23561a70fcdcfe3983678f04f5b75b4649.png?1570775014,['2019'],https://www.linkedin.com/company/40744289/admin,https://www.facebook.com/asvinio,,https://www.asvin.io/,https://twitter.com/asvin_iot,,
Athlos s.r.l.,Athlos develops Artificial Intelligence technologies based on natural language.,Italy,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/fe9a83b79e9874204e880c670586df51d7d5b36b.png?1539861326,['2019'],,https://www.facebook.com/AthlosAika,https://www.crunchbase.com/organization/athlos-s-r-l,http://www.athlos.biz/,https://twitter.com/AthlosC,,https://angel.co/athlos
AtomX System,Digital Solutions & Mobile Development,France,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0a8347db034473ca56cc7fe4afdf95452ef5f031.png?1536842905,['2019'],https://www.linkedin.com/company/atomx-system,https://www.facebook.com/atomxsystem,,https://atomxsystem.eu/,https://twitter.com/atomxsystem,,
AudioTherapy,AI-driven music touching your soul aiming at improving the quality of life for dialysis patients all over the world,Switzerland,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1745175fc4e8d2d8b647c6cee248a274427d63bb.png?1569832658,['2019'],,,,https://audio-therapy.ch/,,,
Audvice,Audvice is an Audio eLearning software combining the very best of Spotify and Voice Recording to help people learn more and better.,Austria,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/42fed1581f016901ced86d9c5235f3bc9ca9cc2a.png?1565764557,['2019'],https://www.linkedin.com/company/audvice,https://www.facebook.com/audvice,https://www.crunchbase.com/organization/audvice,https://www.audvice.com/,,,https://angel.co/company/audvice
Aument,Aument is building an AI based solution for efficient and effective diagnoses that will increase physicians' revenue and patients' lives.,Austria,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d1ee3a8970b01e366c61b9d01edd5629d0edefc1.png?1571308748,['2019'],,,,https://www.aument.eu/,,,
Aura Tech LTD,Platform for effective GPU processors usage,Malta,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/682cbb87b0de0c45433940548bdc68951b2c70e3.png?1571420268,['2019'],,https://www.facebook.com/auraws.os,,https://aura.ws/,https://twitter.com/aura_ws,https://instagram.com/auraws.os,
Aurora,"Aurora is an OTT end to end solution, designed for the preparation, management and delivery of video content across multiple platforms.",UAE,Entertainment & media,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d85d0ad75670b77abb1e425c894b32b97be260dd.png?1569351361,['2019'],https://www.linkedin.com/showcase/auroravod,https://www.facebook.com/AuroraVOD,,http://www.auroravod.com/,https://twitter.com/AuroraVOD,,
Automate My Test,"A revolutionary all-in-one cloud based automated testing framework (functional and performance) with Assisted AI for API, Web & Mobile Apps",United Kingdom,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/650d7d9f40b3e26c30d0b419b46e9ca8a837abcb.png?1537988563,['2019'],https://www.linkedin.com/company/mantiq,https://www.facebook.com/mantiqsolutions,https://www.crunchbase.com/organization/mantiq-ltd,https://automatemytest.com/,https://twitter.com/AutomateMyTests,,https://angel.co/company/mantiq-1
Avaron Technologies Limited,Avaron offers one-stop service using local disruptive technologies and complete solutions with AI-based analytics for smart building,Hong Kong,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f5c961c871bd1c1db4ff0624380aa9c048207bea.png?1571190507,['2019'],,,,http://www.avarontechs.com/,,,
Avatar Digital,"We develop custom-made AR and VR solutions, tailored specifically for our clients’ business needs.",United Kingdom,"Gaming, VR & AR",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a6df31f3a6c50739cb9d576530c5a441099315e9.png?1566393353,['2019'],https://www.linkedin.com/company/avatar-digital-ar,,,https://www.avatardigital.co.uk/,https://twitter.com/Yantra_DM,,
Avokaado,Digital workspace where lawyers automate contract workflow and collaborate on legal documents and related knowledge.,Estonia,Legal & consultancy,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/49aef681e8374ae692f1b5b23836c6f6ed87018c.png?1568118545,['2019'],https://www.linkedin.com/company/10302395,https://www.facebook.com/avokdo,https://www.crunchbase.com/organization/avokaado,https://avokaado.com/,https://twitter.com/avokaadoestonia,https://instagram.com/avokaado_com,https://angel.co/company/avokaado
Avoteca,"We help lawyers regain independence by bridging the gap between them and clients via technology, disrupting the $170B European legal…",Romania,Legal & consultancy,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/72ce9bf23eb682e488dc66c190485c9c33a19c7c.png?1569860740,['2019'],https://www.linkedin.com/company/avoteca,https://www.facebook.com/avoteca,,https://avoteca.com/,https://twitter.com/avoteca,https://instagram.com/avoteca,
Avoy,"Avoy uses data science to recommend off-the-beaten path travel experiences based on your personality, travel history and more.",Canada,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4d4f53f211e9c8099111718f3b2af329a1919441.png?1565706174,['2019'],https://www.linkedin.com/company/avoy,https://www.facebook.com/GoAvoy,https://www.crunchbase.com/organization/avoy,https://www.goavoy.com/,https://twitter.com/avoytravel,,https://angel.co/company/avoy-2
AWorld,AWorld is the one-stop social gamified app that provides the tools to easily integrate sustainable habits into everyday life.,Italy,Social media & networking,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/b2b87ff873625c396e2b22923e84e2e4a93804cf.png?1571137917,['2019'],https://www.linkedin.com/company/aworldorg,https://www.facebook.com/aworld.team,https://www.crunchbase.com/organization/aworld,https://aworld.org/,https://twitter.com/aWorld_org,https://instagram.com/aworld.team,
AxessCryptoAssets,"The company bring solutions for analysis and ranking digital and Crypto Assets based on high-quality NLP, ML and financial metrics.",Switzerland,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f61f3e41e234b446468816d818358c7812eca40a.png?1567945260,['2019'],,,,https://axesscryptoassets.com/,,,
AxonOps,"The smartest and simplest way to manage your data platform. Active Management Solution for Apache Kafka™, Apache Cassandra™ and more.",United Kingdom,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/c794cd0ce4a29fb85dfaefa92004c62809605dfe.png?1570102444,['2019'],https://www.linkedin.com/company/digitalis-io,,,https://axonops.com/,,,
Ayshay,A hassle-free daily breakfast subscription service through a mobile app that lets employees focus on doing amazing things.,Oman,Consumer goods,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7981feab01106335fa36ee0763151f1221478738.png?1571302427,['2019'],,,,http://ayshay.om/,https://twitter.com/ayshay_om,https://instagram.com/ayshay_om,
AZ Fundchain,AZ FundChain is a decentralized moneycircle and crowdfunding app on the blockchain.,Qatar,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/8b416f9b6f3a6407367532575f0769b978fb50f7.png?1566207032,['2019'],,https://www.facebook.com/azfundchain,,https://www.azfundchain.io/,https://twitter.com/azfundchain,,
Azitek,"Filling the gap between GPS and indoor positioning systems, enabling asset tracking and data analytics.",Portugal,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/c0163f1365d11c96c35f90ab53813c2f352839f2.png?1537282333,['2019'],https://www.linkedin.com/company/azitek,,https://www.crunchbase.com/organization/azitek,http://azitek.io/,,,
B-CULTURE,"B-CULTURE provides a solution for a monitored screening and validation of drugs and implants, which is 4D and human-based.",Portugal,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/784538914954a5197b40f36cc7328bed65daf1cd.png?1566382841,['2019'],https://www.linkedin.com/company/b-culture,https://www.facebook.com/b4culture,,https://www.b-culture.com/,https://twitter.com/b_culture_,,
B.Homy,B.Homy offers a complete solution for short-term rental management in Brazil,Brazil,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/309c7f7acc4c33d33b30e90b4a059c4c0bb1e925.png?1565720914,['2019'],https://www.linkedin.com/company/b.homy,https://www.facebook.com/bhomy.br,https://www.crunchbase.com/organization/b-homy,https://bhomy.com/,,,
Back Nine,App that allows golfers to notify nine hole play and create new tee times from hole #10 on golf courses.,Sweden,"Sports, fitness & wellness",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d5417807255d583141ddfb34f7647951052c4379.png?1567883515,['2019'],https://www.linkedin.com/company/dropingolf?trk=public_profile_position_image,https://www.facebook.com/pg/sistanio/about/?ref=page_internal,,https://www.dropingolf.com/,https://twitter.com/Back_Nine_,https://instagram.com/sistanio,
Backbone,Premium visuals. Anytime. Anywhere.,Switzerland,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/9ad1e040d0768d383ec45fab30dbc7241d941e33.png?1565080803,['2019'],https://www.linkedin.com/company/backbone-photo,https://www.facebook.com/backbonephoto,,https://www.backbonephoto.co/,,,
Baduk,"Baduk, banking Brazil's 60 million unbanked.",Brazil,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/21c6913c395a96869f80513cf281f6a2c80a995a.png?1565751281,['2019'],https://www.linkedin.com/company/baduk,https://www.facebook.com/soubaduk,https://www.crunchbase.com/organization/baduk,https://www.baduk.vc/,https://twitter.com/badukoficial,,
Baobab Connect,"A platform for communication, collaboration and coordination for the international access to justice community",United Kingdom,Philanthropy & social good,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2a34c47c1315bd7f0827e52c56722f24ccca05bc.png?1565698585,['2019'],,https://www.facebook.com/baobab.law,,http://baobab.law/,,,
BatteryCheck,BatteryCheck takes the mystery out of the battery life from the beginning until decisions regarding 2nd life or recycling at its end.,Czech Republic,"Environment, energy & clean tech",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/3b0473da4d9853f96a2b030ef93f660bf145b6ef.png?1570176620,['2019'],https://www.linkedin.com/company/batterycheck,,,https://www.batterycheck.com/,,,
BatteryPal,"Extend your battery life. Save your smartphone battery from overheating, overcharging & declining.",Poland,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/52c66b4531124f937f69da095d43b9dac49d043b.png?1568297525,['2019'],https://www.linkedin.com/company/batterypal,https://www.facebook.com/BatteryPal,https://www.crunchbase.com/organization/batterypal,https://batterypal.net/,,,
Bautiful,"Bautiful makes Pawiz, the smart device that help pet owners to connect with their pets even when they are not together.",Italy,Lifestyle & fashion,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/9eb67e8f02fc6d2d1355ea8b7d0c04ccde76a1b9.png?1569899502,['2019'],https://www.linkedin.com/company/10539777,https://www.facebook.com/pawiz.pet,https://www.crunchbase.com/organization/bautiful,http://www.pawiz.pet/,https://twitter.com/pawizpet,https://instagram.com/pawiz.pet,
BBox Sports,"SPORTS CURATED SUBSCRIPTION where you've got the POWER to influence the outcome of the box, bringing together fans with…",Netherlands,"Sports, fitness & wellness",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d693fd6d6b48c2bbd8d5dc239c384baf98766a05.png?1538423026,['2019'],https://www.linkedin.com/company/bboxsports,https://www.facebook.com/bboxsports,https://www.crunchbase.com/organization/bbox-sports,https://www.bboxsports.com/,https://twitter.com/bboxsports,https://instagram.com/bboxsports,https://angel.co/company/bbox-sports
Bclose - Making Your Life Easier,"Bclose is a digital platform that integrates simple and intuitive devices for safety, health, wellness and energy onto a single APP",Portugal,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/6506922b7f314ca091249b17632a6b36177628e0.png?1570825639,['2019'],https://www.linkedin.com/company/bclose-solutions,https://www.facebook.com/bcloseportugal,,http://www.bclose.pt/,,,
Beauty Tech,B.Tech is a personalized care company. Our single digital platform enables integration of any consumer DNA tests with selling of products,Russia,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7dd4329f1d7fb559afe7632f6d37a5ec2c622bb1.png?1570526308,['2019'],,,,http://www.beautytech.app/,,,
Bee,€1 Work Management Software for small teams - Plus: CRM and a website for your startup.,Uruguay,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/c87668627699711728e4bdf41819a0d766f15e87.png?1571012864,['2019'],https://www.linkedin.com/company/bits-kingdom,https://www.facebook.com/bitskingdom,https://www.crunchbase.com/organization/bits-kingdom,https://bee.builders/,https://twitter.com/BitsKingdom,https://instagram.com/bitskingdom,
BeeFintech Company Limited,"Beefintech is formed by a group of financial and technology professionals with enthusiasm in Cloud services,big-data and AI.",Hong Kong,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f8a69eeb4083fc233a5f5847ef0aba9a5154f853.png?1571218391,['2019'],https://www.linkedin.com/company/26585898/admin,https://www.facebook.com/BeeFintechHK/?eid=ARAuoLlCJo1LQRG1dyynoL0CBqjJjBYSN27WTABiWEN8ENf5SE714985qQPU523qlF8gkwZ8Ds6usYil,,http://beefintech.hk/,,,
Beepiz,Beepiz turns your smartphone into an alarm device for lone workers ! #app #safety #location,France,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/9d77269f9add9f8947f54c30f09f7402abcee98d.png?1571059161,['2019'],https://www.linkedin.com/showcase/beepiz,https://www.facebook.com/Beepiz-155502408257384,,https://beepiz.com/,https://twitter.com/Beepiz_Officiel,,
Beholder,"We connect physical stores to the digital world using cameras and IoT devices, providing a data-driven management system and real time tasks",Brazil,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/5b7d450a7cffa8768853920798bbb0af795195ab.png?1569527906,['2019'],,,,https://www.beholder.tech/,,,
BeMedia,A Content Optimization Network for Creators,Israel,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1062b095edd617d8936fdd99f78af454d8f79c55.png?1571141847,['2019'],https://www.linkedin.com/company/10675792,https://www.facebook.com/bemedianow,,http://bemedia.co/,https://twitter.com/BeMediaNews,,https://angel.co/company/bemedia
bemOre,"Find inspiring teachers for you and your family. Book lessons with them, fast.",United Kingdom,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7a8be1ea266715fa5073061debec40606471d8dd.png?1504188498,['2019'],https://www.linkedin.com/company/bemoreco,https://www.facebook.com/bemoreco/,,http://bemore.co/,https://websummit.com/@bemore_co,,https://angel.co/company/bemoreco
Benevolence Technologies Private Limited,"Benevolence Technologies advises the enterprises on the best Enterprise Content Management, Customer Communication Management…",India,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/11b0521b82acdde127df72e0e20f9793b5aebd57.png?1570896221,['2019'],https://www.linkedin.com/company/Benevolencetechnologies,,,https://www.thebentech.com/,https://twitter.com/BenevolenceTech,,
BeON energy,"BeON energy manufactures pluginverters and PV kits which can plug in to a wall socket, turning a PV system into a house appliance.",Portugal,"Environment, energy & clean tech",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/e751d3f6990f0e7aee87e00c3bfcc19de77dda35.png?1507590060,['2019'],,,,http://www.beonenergy.com/,https://twitter.com/BeONenergy,,
Béond,"A platform for Beauty, Fashion and Lifestyle on demand. The place to book the best specialist for the best you!",Netherlands,Lifestyle & fashion,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/e19416d19e13bee8a63c62e8dbc5075baabba44e.png?1567503066,['2019'],,,,https://www.be-ond.nl/,,,
Bertina international GmbH,"A real-estate internet portal to help facilitate buy, sell, rent by next-generation Virtual-Reality technology",Germany,"Gaming, VR & AR",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/286e4478231a1bc9b499bfb69b8fd1334828e244.png?1570290131,['2019'],https://www.linkedin.com/company/melkanagmbh,https://www.facebook.com/melkanagmbh,https://www.crunchbase.com/organization/melkana,https://www.melkana.de/,https://twitter.com/melkanagmbh,https://instagram.com/melkana_gmbh,https://angel.co/melkana
Best In Town,Removing tech bias to level playing field for SMEs by providing them enterprise grade technology solutions at stratup affordable pricing,Pakistan,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/ec49b88b145c47629d1806fc36bffeb1ba41e55d.png?1570153155,['2019'],,,,http://bestintown.pk/,https://twitter.com/bestintown_pk,,
BestBeing,BestBeing is the first centralized matching platform connecting businesses and their teams with a holistic range of wellness providers.,United States,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a6f0ecbcdc03bc8968577b89880b8f62bfa12b7e.png?1566766418,['2019'],,,,https://bestbeing.com/,,,
BeWithMe,"BeWithMe is an AI-based mobile app for couples helping to find personalized date and gift ideas, get reminders and improve the relationship.",Ukraine,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/356c56f825e62518e0abcf9bdba3373fbe4652e3.png?1571146852,['2019'],,https://www.facebook.com/BeWithMe.app.mobile,,https://bewithme.info/,https://twitter.com/BeWithMeapp,https://instagram.com/bewithme.official,
BigAR,"Augmented Reality Engine for Collectibles: Card Games, Stamps, Sports Cards and more. Let's collect, play, buy and sell easily!",Portugal,"Gaming, VR & AR",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/8330e037faad8c213d7ecea89ba5961b83bd1ab4.png?1539876687,['2019'],https://www.linkedin.com/company/bigar,https://www.facebook.com/MTGManager,,https://bigar.com/,https://twitter.com/mtgmanager,,
Bike n' Win,The gamify cycling app to promote bike commuting and reach a dynamic community by creating challenges,Belgium,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/6e7ebc2c168dc4a3fbec5cf93543b703a40b3cbd.png?1565766633,['2019'],,https://www.facebook.com/bikenwin,,https://partner.bikenwin.com/,,,
"BIODATA DEVICES, SL","Biodata Devices provides an easy-to-use, comprehensive solution for remote monitoring of multi-pathological patients.",Spain,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/488557436d0a5a8f61f0f2c087344d47e4fe78cd.png?1571415830,['2019'],,,,http://www.biodatadevices.com/,,,
Bios,Technology to use carbon and wasted energy to grow plants for carbon neutral buildings now and carbon negative buidlings in the future.,Portugal,"Environment, energy & clean tech",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/664742c6b40a5afd4e2d36e20468f6ed689fcce0.png?1569405547,['2019'],,,,https://biostech.co/,,,
